gene	esophagus1	esophagus2	esophagus3	esophagus4	sigmoid_colon1	sigmoid_colon2	sigmoid_colon3	sigmoid_colon4
ENSG00000134545.13	8	6	106	25	0	1	2	3
ENSG00000180574.3	5	8	5	5	1	14	8	5
ENSG00000257016.1	0	0	0	2	0	0	0	1
ENSG00000256039.1	5	0	27	20	1	1	4	0
ENSG00000256667.6	43	32	80	148	69	61	65	60
ENSG00000111196.9	112	275	274	294	114	258	223	167
ENSG00000060140.8	295	381	195	588	2	4	18	7
ENSG00000060138.12	7788	6752	9567	9454	3962	6912	10761	4487
ENSG00000256888.5	0	0	0	0	0	0	0	0
ENSG00000235930.3	0	0	0	0	0	0	0	0
ENSG00000121377.2	0	0	0	5	0	1	0	0
ENSG00000121314.2	0	0	0	0	0	8	1	0
ENSG00000121381.3	0	0	0	8	0	1	0	0
ENSG00000231887.6	0	3	17	14	5	31	35	57
ENSG00000121318.2	0	0	8	3	0	6	5	32
ENSG00000256651.1	0	0	12	2	3	7	26	11
ENSG00000275778.1	0	0	0	0	0	0	0	0
ENSG00000111215.11	16	30	145	64	61	96	125	134
ENSG00000256682.2	0	8	29	7	8	24	17	36
ENSG00000212128.2	1	1	50	22	12	46	70	58
ENSG00000134551.12	3	38	0	0	3	0	0	4
ENSG00000212127.5	14	50	92	65	25	130	121	147
ENSG00000212125.2	3	9	69	40	27	68	63	81
ENSG00000212126.3	4	0	33	24	16	41	18	33
ENSG00000255837.1	1	4	46	29	48	39	50	74
ENSG00000212124.2	12	3	64	63	39	71	56	78
ENSG00000256436.1	25	6	115	46	45	109	91	67
ENSG00000256019.1	1	1	31	30	13	25	44	12
ENSG00000226761.3	9	0	38	59	20	31	29	52
ENSG00000256274.1	27	26	121	41	74	100	106	77
ENSG00000255374.3	53	16	76	12	64	33	70	37
ENSG00000256400.1	16	0	5	0	2	4	12	1
ENSG00000256188.3	24	15	132	106	106	144	167	174
ENSG00000256981.1	14	4	78	82	76	121	122	72
ENSG00000256712.1	7	18	70	87	33	82	49	43
ENSG00000256537.4	262	302	396	356	476	702	586	968
ENSG00000186136.1	0	0	0	0	0	0	0	0
ENSG00000256657.1	0	0	0	0	0	0	0	0
ENSG00000275119.1	0	0	9	11	3	0	2	8
ENSG00000197870.12	0	0	0	0	0	0	0	0
ENSG00000230657.6	0	0	0	0	0	0	0	0
ENSG00000251655.6	0	0	0	0	0	0	0	0
ENSG00000121335.11	0	0	0	0	0	2	0	0
ENSG00000255790.5	0	0	0	0	0	0	0	0
ENSG00000237303.2	0	0	0	1	0	0	9	2
ENSG00000278654.1	0	0	10	0	2	0	5	4
ENSG00000277705.1	0	0	0	0	10	0	0	0
ENSG00000270863.1	2	0	6	0	0	0	2	1
ENSG00000274551.1	0	0	0	0	0	0	0	0
ENSG00000256237.1	0	0	0	0	4	2	16	1
ENSG00000251747.1	0	0	1	0	0	1	5	0
ENSG00000247157.6	0	1	41	18	25	14	41	40
ENSG00000139083.10	1061	1120	970	1440	849	1152	1676	916
ENSG00000121380.12	0	46	2	2	1	0	0	0
ENSG00000198134.3	2	1	1	4	2	3	0	1
ENSG00000283475.1	0	10	3	1	0	8	0	9
ENSG00000070018.8	537	1213	1835	1129	1781	3287	2673	2947
ENSG00000242405.2	0	0	0	0	0	0	0	0
ENSG00000199551.1	0	0	0	0	0	0	0	0
ENSG00000270857.1	0	0	0	0	0	0	0	0
ENSG00000207010.1	0	0	0	0	0	0	0	0
ENSG00000111261.13	1113	1390	686	1655	182	353	287	367
ENSG00000243141.2	0	0	0	0	0	0	0	0
ENSG00000205791.3	1	5	14	1	12	50	18	58
ENSG00000165714.10	297	287	486	504	212	281	424	324
ENSG00000271370.1	0	0	0	0	2	0	0	0
ENSG00000111266.8	1356	1205	1004	1233	327	589	629	452
ENSG00000255670.1	14	10	28	9	8	16	29	7
ENSG00000240424.2	0	0	1	0	0	0	0	0
ENSG00000111269.2	444	1153	1374	714	813	1812	1225	2117
ENSG00000271215.1	0	0	0	0	0	0	0	0
ENSG00000275963.1	0	1	12	0	2	5	1	12
ENSG00000183150.7	0	4	5	10	0	0	0	3
ENSG00000257004.1	0	0	0	0	0	0	0	0
ENSG00000111276.10	849	1313	1501	712	877	2378	1231	2613
ENSG00000275560.1	0	6	54	11	8	18	3	42
ENSG00000256658.1	0	0	0	2	0	0	0	0
ENSG00000178878.12	146	488	901	512	460	1278	1011	663
ENSG00000207983.1	1	0	2	0	2	0	0	0
ENSG00000270296.1	0	0	0	0	0	0	0	0
ENSG00000213782.7	59	17	115	104	46	71	60	22
ENSG00000242329.1	0	0	0	0	0	0	0	0
ENSG00000241352.3	3	6	6	5	3	8	5	6
ENSG00000234498.3	2	13	9	9	11	26	8	17
ENSG00000013588.6	447	472	584	1208	162	150	74	77
ENSG00000247498.9	114	111	134	234	10	15	2	28
ENSG00000111291.8	12	0	9	0	0	0	0	0
ENSG00000256011.1	2	19	13	22	0	0	0	5
ENSG00000221611.1	0	0	8	5	0	0	0	0
ENSG00000013583.8	208	395	611	296	224	394	284	314
ENSG00000183935.5	18	24	107	132	29	52	44	76
ENSG00000255621.1	5	7	16	15	2	1	0	10
ENSG00000243129.2	0	0	0	0	0	0	0	0
ENSG00000084444.13	190	246	383	256	92	198	139	172
ENSG00000111305.18	0	0	0	0	0	0	0	0
ENSG00000134531.9	105156	51060	61326	48394	1268	1710	1281	1945
ENSG00000180861.9	134	181	83	257	0	0	0	3
ENSG00000273079.5	0	3	10	5	15	10	8	24
ENSG00000201476.1	0	0	0	0	0	0	0	0
ENSG00000201909.1	0	0	0	0	0	0	0	0
ENSG00000256306.1	0	0	1	0	0	0	0	0
ENSG00000277935.1	0	0	0	0	0	0	0	0
ENSG00000200475.1	1	1	6	1	5	2	3	7
ENSG00000256346.1	0	0	0	0	0	0	0	0
ENSG00000227760.2	0	0	0	0	0	0	0	0
ENSG00000256084.1	0	0	0	1	0	0	0	0
ENSG00000255763.1	0	0	0	0	0	0	0	0
ENSG00000251908.1	0	0	0	0	0	0	0	0
ENSG00000255749.1	0	0	0	0	0	0	0	0
ENSG00000244573.3	16	0	0	0	0	0	0	0
ENSG00000171681.12	3151	3564	3413	3684	2063	3307	2298	3943
ENSG00000121316.10	1644	2104	962	2726	158	222	350	206
ENSG00000255649.1	0	0	2	0	0	0	0	0
ENSG00000200830.1	2	0	11	51	0	0	0	0
ENSG00000256751.5	232	114	158	230	40	41	74	24
ENSG00000070019.4	0	4	10	3	16	0	2	0
ENSG00000214772.2	14	1	18	37	0	1	2	3
ENSG00000261324.2	48	24	251	215	51	189	90	108
ENSG00000197837.3	1323	3367	1316	2192	158	724	654	457
ENSG00000246705.4	1545	972	808	1215	320	1037	430	731
ENSG00000084463.7	578	1160	1008	1318	425	749	803	690
ENSG00000182993.3	9	59	7	8	9	28	2	20
ENSG00000179256.2	0	13	2	0	8	18	2	19
ENSG00000111339.10	0	3	41	2	17	74	19	36
ENSG00000256339.1	14	0	0	5	0	0	0	0
ENSG00000111341.9	58	903	1380	260	8310	9655	8839	11819
ENSG00000139055.6	20	88	28	5	1	7	2	5
ENSG00000111348.8	240	913	803	533	114	468	346	369
ENSG00000139053.2	0	0	0	0	0	0	0	0
ENSG00000255727.1	0	0	0	1	2	13	1	8
ENSG00000134533.6	52	297	387	84	790	2128	1345	1461
ENSG00000256650.1	0	0	5	0	60	25	31	67
ENSG00000255660.1	0	0	0	0	0	2	0	0
ENSG00000256283.1	0	0	0	1	0	0	0	0
ENSG00000151490.13	0	73	34	5	23	33	71	69
ENSG00000243916.1	0	0	0	0	0	0	0	3
ENSG00000151491.12	873	1179	2529	952	2186	4434	2953	4924
ENSG00000200105.1	5	0	5	6	6	18	5	12
ENSG00000255565.1	0	0	3	0	0	5	0	0
ENSG00000256627.1	0	0	0	0	0	0	0	0
ENSG00000256953.1	0	0	0	0	0	1	0	0
ENSG00000023734.10	998	1828	1414	2189	579	1101	1226	1133
ENSG00000023697.12	549	1304	893	898	302	672	626	814
ENSG00000256134.1	0	0	0	0	0	0	0	0
ENSG00000188991.3	0	0	0	0	0	0	0	0
ENSG00000008394.12	1627	865	1272	2500	315	1120	276	672
ENSG00000256238.1	50	15	14	50	22	35	38	58
ENSG00000256450.1	0	0	51	57	5	7	0	3
ENSG00000048540.14	8	317	162	48	5165	9251	6276	9978
ENSG00000256564.1	0	9	19	28	0	0	14	0
ENSG00000283240.1	0	0	1	2	3	3	2	4
ENSG00000255871.2	0	0	7	1	13	0	0	2
ENSG00000256211.1	0	0	0	0	0	0	0	0
ENSG00000213235.3	0	0	1	1	0	1	0	1
ENSG00000212358.1	0	0	0	0	0	0	0	0
ENSG00000242991.2	0	0	1	0	0	0	0	0
ENSG00000256896.1	0	0	0	0	0	0	0	0
ENSG00000256756.1	0	0	0	0	0	0	0	0
ENSG00000256994.1	0	0	0	0	0	0	0	0
ENSG00000256389.1	0	0	0	0	0	0	0	0
ENSG00000283665.1	0	0	0	0	0	0	0	0
ENSG00000206662.1	0	0	0	0	0	0	0	0
ENSG00000111404.6	0	75	41	8	12	34	19	111
ENSG00000139144.9	515	253	812	405	29	20	21	36
ENSG00000255892.1	0	0	0	0	0	0	0	0
ENSG00000255960.1	56	14	21	12	0	0	0	0
ENSG00000256138.1	4	0	6	0	0	0	0	0
ENSG00000139151.14	0	0	0	11	0	2	7	0
ENSG00000255993.1	12	7	12	0	0	0	0	0
ENSG00000255648.1	6	0	7	2	0	0	0	0
ENSG00000177938.4	0	0	0	0	0	0	0	0
ENSG00000227525.4	0	0	1	0	0	0	0	0
ENSG00000256844.1	0	0	0	0	0	0	0	0
ENSG00000052126.14	1280	978	2451	2626	689	1261	639	1029
ENSG00000253284.2	271	28	588	846	140	224	78	122
ENSG00000240993.3	0	0	0	0	0	0	0	0
ENSG00000243854.3	8	0	53	37	4	30	17	1
ENSG00000139154.14	1055	1288	1912	2054	743	1502	1031	1325
ENSG00000255909.1	0	0	1	13	0	0	0	0
ENSG00000271462.1	0	0	0	0	0	0	0	0
ENSG00000200247.1	0	0	0	0	0	0	0	0
ENSG00000245205.3	0	6	3	0	4	3	3	2
ENSG00000240328.1	25	0	9	27	3	4	8	4
ENSG00000200885.1	0	0	1	0	1	1	1	0
ENSG00000255910.1	14	0	0	0	2	9	5	17
ENSG00000256849.1	0	1	0	1	0	5	0	0
ENSG00000256287.1	0	0	0	0	0	1	0	1
ENSG00000256499.1	0	0	0	0	0	0	0	0
ENSG00000256879.1	0	0	0	0	0	2	1	2
ENSG00000172572.6	42	445	535	95	2164	6845	4260	5712
ENSG00000131982.5	0	0	0	0	0	0	0	0
ENSG00000256663.1	31	28	1	25	27	2	7	2
ENSG00000139155.8	0	0	8	3	15	54	46	34
ENSG00000111700.12	0	4	0	0	0	0	0	0
ENSG00000257046.5	0	0	0	0	0	0	0	0
ENSG00000256157.1	0	0	0	0	0	0	0	0
ENSG00000205754.10	0	0	0	0	0	0	0	0
ENSG00000257062.6	0	0	0	0	0	0	0	0
ENSG00000134538.2	0	0	0	0	0	0	0	0
ENSG00000084453.16	0	0	0	0	0	0	0	0
ENSG00000121351.7	0	0	0	0	0	0	0	0
ENSG00000121350.15	399	496	839	1003	377	671	558	702
ENSG00000256021.1	0	0	0	0	0	0	0	0
ENSG00000004700.15	378	1375	957	860	502	1072	774	1161
ENSG00000111711.9	307	936	672	745	343	800	636	739
ENSG00000134548.9	0	1	1	0	2	14	3	9
ENSG00000111713.2	553	21	125	202	23	27	11	34
ENSG00000111716.12	1127	3761	2417	4215	1979	4121	3868	4466
ENSG00000256615.1	0	0	0	0	0	0	0	0
ENSG00000255644.1	0	0	0	0	0	0	0	0
ENSG00000121361.3	36	165	177	51	231	419	395	440
ENSG00000069431.11	55	1051	956	248	1255	2793	2032	2292
ENSG00000257022.1	0	0	0	0	0	0	0	0
ENSG00000275567.1	0	0	4	1	7	12	4	2
ENSG00000255627.1	0	0	0	0	0	0	0	0
ENSG00000111726.12	1036	1425	933	1401	206	589	353	504
ENSG00000111728.10	11	59	204	36	748	929	647	1037
ENSG00000274624.1	0	0	8	0	0	8	1	1
ENSG00000283582.1	0	0	4	0	0	1	2	2
ENSG00000212172.1	0	0	0	0	0	0	0	0
ENSG00000256714.1	0	0	0	2	0	0	0	0
ENSG00000111731.12	795	869	1384	1218	937	1614	1061	1824
ENSG00000256973.1	0	19	64	48	89	102	80	103
ENSG00000256371.1	0	0	0	0	0	0	0	0
ENSG00000256774.1	0	0	0	0	0	0	0	0
ENSG00000250166.2	0	0	0	0	0	0	0	0
ENSG00000257023.1	0	0	0	6	0	0	0	0
ENSG00000139163.15	931	1381	2082	2262	778	1869	1275	1876
ENSG00000274885.1	14	1	41	42	49	14	14	4
ENSG00000256995.6	0	0	9	3	0	6	8	3
ENSG00000241451.2	0	0	2	0	0	0	0	0
ENSG00000256923.1	0	0	0	0	0	0	0	0
ENSG00000256321.5	0	0	0	0	1	2	0	0
ENSG00000256353.1	0	0	0	0	0	0	0	0
ENSG00000115934.11	0	0	0	0	0	0	0	0
ENSG00000134532.15	40	178	279	32	258	523	365	619
ENSG00000256473.1	0	0	0	0	0	6	0	4
ENSG00000216192.1	0	0	0	0	0	0	0	0
ENSG00000255864.5	3	20	117	10	44	107	48	87
ENSG00000256120.1	0	0	0	0	0	0	0	0
ENSG00000197503.4	0	0	0	1	0	6	0	0
ENSG00000256852.1	0	0	0	0	0	0	0	0
ENSG00000244662.1	0	0	0	0	0	0	0	0
ENSG00000255745.1	0	0	0	0	0	0	0	0
ENSG00000240481.3	0	0	0	0	0	0	0	0
ENSG00000060982.14	81	1928	1258	319	478	1594	594	1554
ENSG00000256482.1	0	0	0	0	0	0	0	0
ENSG00000278969.1	0	0	4	0	0	3	0	2
ENSG00000255921.1	0	0	0	0	0	0	0	0
ENSG00000213736.2	0	0	0	0	0	0	0	0
ENSG00000226397.8	0	0	0	0	0	0	0	0
ENSG00000118308.15	195	152	213	21	34	79	36	46
ENSG00000258546.1	0	0	0	0	0	0	0	0
ENSG00000258449.1	3	0	0	0	3	3	0	12
ENSG00000276842.1	0	0	2	0	0	1	0	1
ENSG00000118307.18	0	0	7	7	6	23	12	16
ENSG00000205707.10	177	331	291	311	244	523	340	625
ENSG00000133703.11	1410	1632	1330	2370	606	1303	1417	1437
ENSG00000274987.1	1	0	11	4	14	13	12	21
ENSG00000275197.1	0	0	0	0	0	0	0	1
ENSG00000278743.1	2	0	4	4	4	29	19	4
ENSG00000201439.1	0	0	0	0	0	0	0	0
ENSG00000241846.1	0	0	0	0	0	0	0	0
ENSG00000152936.10	0	0	4	1	16	6	3	2
ENSG00000279173.1	0	0	0	0	0	0	0	0
ENSG00000256079.1	0	0	0	0	2	0	0	0
ENSG00000255988.1	0	0	0	0	0	0	0	0
ENSG00000257009.1	0	0	0	0	0	0	0	0
ENSG00000222950.1	0	0	0	0	0	0	0	0
ENSG00000256686.1	0	0	0	0	0	0	0	0
ENSG00000255725.2	0	0	0	0	0	0	0	2
ENSG00000256440.1	0	0	0	0	0	0	0	0
ENSG00000283603.1	0	0	0	0	0	0	0	0
ENSG00000256256.1	0	0	0	0	0	0	0	0
ENSG00000246695.7	3	5	48	25	91	121	132	169
ENSG00000123094.15	147	738	909	286	2019	4524	2955	3888
ENSG00000123095.5	52	253	111	29	123	282	151	196
ENSG00000123096.11	61	322	551	96	906	1474	1123	2009
ENSG00000256894.1	0	0	7	0	16	0	1	0
ENSG00000256234.1	20	13	4	7	5	14	21	9
ENSG00000255750.5	3	0	0	0	3	1	1	1
ENSG00000278095.1	0	0	0	0	0	0	0	0
ENSG00000255858.1	0	0	0	0	0	0	0	0
ENSG00000255968.1	0	0	0	0	0	0	0	0
ENSG00000256185.1	0	7	7	1	0	6	20	9
ENSG00000123104.11	4897	5223	5761	3968	3105	5755	4651	5253
ENSG00000212549.1	0	0	0	0	0	0	2	0
ENSG00000234428.2	0	0	1	0	0	0	0	0
ENSG00000256640.1	0	0	0	0	0	0	0	0
ENSG00000064102.14	444	1011	726	1081	328	647	492	578
ENSG00000111790.13	646	834	1254	1000	765	1848	1069	1617
ENSG00000247903.1	0	0	11	4	0	0	0	16
ENSG00000064115.10	1304	3430	1693	2267	543	1101	810	1061
ENSG00000152944.8	762	837	1102	1542	458	893	944	1038
ENSG00000275764.1	253	164	195	333	116	190	286	188
ENSG00000214700.5	0	0	0	0	0	0	0	0
ENSG00000271418.1	0	0	0	0	0	0	0	0
ENSG00000256226.1	0	0	0	0	0	0	0	0
ENSG00000256625.1	8	0	14	13	4	24	13	3
ENSG00000211455.7	1002	1315	1713	2826	1556	3033	3476	2916
ENSG00000029153.14	2453	2707	1445	8324	163	152	518	235
ENSG00000245311.2	0	3	0	0	0	0	0	0
ENSG00000165935.9	37	2	19	102	1	0	5	1
ENSG00000257037.1	0	0	0	14	0	0	0	0
ENSG00000110841.13	1647	2478	3223	3121	2001	3306	2553	2914
ENSG00000248100.2	0	0	0	0	0	0	0	0
ENSG00000256056.1	0	0	0	0	0	0	0	0
ENSG00000256557.1	0	0	0	0	0	0	0	0
ENSG00000256377.5	1	0	0	0	2	0	0	0
ENSG00000174236.3	8	0	35	26	15	11	12	27
ENSG00000276261.1	0	0	2	2	1	6	3	9
ENSG00000230519.2	2	0	1	0	0	0	0	0
ENSG00000256504.2	0	0	0	0	0	0	0	0
ENSG00000061794.12	597	1621	987	1608	397	944	600	902
ENSG00000252585.1	10	0	8	3	2	0	3	6
ENSG00000205693.3	0	0	0	0	0	0	0	1
ENSG00000256747.1	0	0	6	1	0	9	14	0
ENSG00000087448.9	494	1036	2321	930	2615	3926	3977	3926
ENSG00000256512.1	0	0	0	0	0	0	0	0
ENSG00000201612.1	0	0	0	0	0	0	0	0
ENSG00000274075.1	0	0	0	0	0	0	0	0
ENSG00000256378.1	0	0	0	0	0	0	0	0
ENSG00000087494.15	79	83	106	231	4	32	8	76
ENSG00000257042.1	0	0	0	0	1	0	0	0
ENSG00000123106.10	357	706	1231	686	603	1888	1239	1259
ENSG00000247934.4	3	4	44	17	41	35	39	47
ENSG00000255951.1	0	0	1	0	8	0	0	0
ENSG00000278733.1	0	0	17	0	4	4	4	21
ENSG00000273989.1	12	0	36	34	29	38	15	18
ENSG00000252237.1	0	0	0	0	0	0	0	0
ENSG00000202187.1	0	0	0	0	0	0	0	0
ENSG00000244712.1	0	0	0	0	0	0	0	0
ENSG00000256513.1	0	0	0	0	0	0	0	0
ENSG00000278687.1	0	0	0	0	0	0	0	0
ENSG00000257258.1	0	0	0	0	1	1	3	6
ENSG00000064763.10	41	184	278	68	182	458	202	343
ENSG00000275278.1	0	0	1	0	0	1	1	2
ENSG00000275476.1	4	8	0	0	0	0	0	2
ENSG00000257176.2	4	9	76	34	20	21	51	26
ENSG00000274315.1	9	1	25	12	14	13	49	27
ENSG00000273680.1	16	4	57	35	16	29	49	44
ENSG00000087502.17	781	1337	1354	1570	644	1341	1279	1626
ENSG00000257599.1	1	26	2	5	0	8	0	7
ENSG00000187950.8	0	1	29	11	34	65	28	46
ENSG00000133687.15	231	1821	2674	1376	2296	5702	5110	5209
ENSG00000257456.1	0	0	0	0	0	0	0	0
ENSG00000242986.2	0	0	18	3	10	36	31	28
ENSG00000276431.1	0	0	0	0	0	0	0	0
ENSG00000257262.1	0	0	0	0	0	0	0	0
ENSG00000257756.5	0	0	0	3	0	0	0	0
ENSG00000251781.1	0	0	0	0	0	0	0	0
ENSG00000257932.1	0	0	0	0	0	0	0	0
ENSG00000258202.1	0	0	0	0	0	0	0	0
ENSG00000133704.9	1294	1309	1970	1840	1147	1818	1800	1728
ENSG00000110888.17	189	328	598	461	530	717	737	640
ENSG00000246331.2	0	2	4	2	5	4	0	0
ENSG00000235884.3	2	2	2	25	5	0	1	1
ENSG00000258118.1	0	0	0	0	0	0	0	0
ENSG00000110900.14	17	87	54	37	389	223	443	707
ENSG00000226472.8	0	0	6	2	9	4	1	4
ENSG00000256984.2	0	0	0	0	6	0	5	0
ENSG00000245614.3	15	18	6	3	8	7	7	12
ENSG00000013573.16	212	443	1031	1104	54	211	515	379
ENSG00000212533.1	0	0	0	0	0	0	0	0
ENSG00000270926.1	0	0	0	0	0	0	0	0
ENSG00000177359.17	0	26	13	10	2	6	8	19
ENSG00000270766.1	0	0	0	0	0	0	0	0
ENSG00000243517.1	2	2	7	1	1	3	0	3
ENSG00000270395.1	0	0	0	0	0	0	0	0
ENSG00000275097.1	7	0	4	9	0	1	0	3
ENSG00000139146.13	815	1671	1539	1499	289	842	554	627
ENSG00000256176.1	0	0	0	0	0	0	0	0
ENSG00000177340.5	0	14	3	0	0	2	9	0
ENSG00000256232.1	0	0	0	0	8	1	5	0
ENSG00000283256.1	0	0	0	0	0	0	0	0
ENSG00000170456.15	52	141	341	41	755	1453	990	1234
ENSG00000200388.1	0	0	0	0	0	0	0	0
ENSG00000275769.1	0	0	2	0	11	4	2	26
ENSG00000203437.3	0	0	0	0	0	0	0	0
ENSG00000256159.1	0	0	0	0	0	0	0	0
ENSG00000201228.1	1	0	0	0	0	1	0	3
ENSG00000225349.2	0	0	1	1	4	7	9	10
ENSG00000255867.1	0	0	3	0	2	2	6	0
ENSG00000252390.1	0	0	0	0	1	0	0	0
ENSG00000231788.4	0	0	0	0	0	0	0	0
ENSG00000233381.3	0	0	0	0	0	1	1	3
ENSG00000139160.13	58	94	107	44	82	153	102	134
ENSG00000151743.10	56	98	151	170	59	254	142	236
ENSG00000276058.1	7	0	13	6	14	0	3	2
ENSG00000276900.1	26	35	23	37	0	19	9	28
ENSG00000256843.1	1	0	0	2	0	0	0	0
ENSG00000223722.3	0	0	0	1	0	0	0	0
ENSG00000188375.4	9	5	8	14	1	4	1	3
ENSG00000252421.1	0	0	0	1	0	0	0	0
ENSG00000252204.1	0	0	0	0	0	0	0	0
ENSG00000256372.1	0	0	1	0	0	0	0	0
ENSG00000255760.1	0	0	0	0	2	8	2	0
ENSG00000256465.1	0	0	0	0	0	0	0	0
ENSG00000244436.2	0	0	0	0	0	0	0	0
ENSG00000242314.1	0	0	0	0	0	0	0	0
ENSG00000256987.1	0	0	0	0	0	0	0	0
ENSG00000174718.11	993	2240	3004	2440	1044	1829	1527	1846
ENSG00000276136.1	0	3	51	26	12	7	1	10
ENSG00000257094.1	0	0	1	4	0	0	0	0
ENSG00000257852.1	0	0	0	0	0	0	0	0
ENSG00000271357.1	0	0	0	0	0	0	0	0
ENSG00000257530.1	0	0	0	0	0	0	0	0
ENSG00000151746.13	47	71	166	241	247	352	415	466
ENSG00000277342.1	0	0	3	14	0	7	8	1
ENSG00000258134.1	0	0	0	0	0	0	0	0
ENSG00000274964.1	1	9	18	27	32	5	34	31
ENSG00000276115.1	10	8	15	22	25	30	45	37
ENSG00000207176.1	0	0	0	0	0	0	0	0
ENSG00000139132.14	1743	1573	3198	2775	609	1121	672	1055
ENSG00000253063.1	0	0	0	0	0	0	0	0
ENSG00000087470.17	1466	2395	2442	2896	1212	2187	2309	2405
ENSG00000257643.1	0	0	0	0	0	0	0	0
ENSG00000201563.1	0	0	0	0	3	0	0	0
ENSG00000276148.1	0	16	13	8	11	11	18	10
ENSG00000257511.1	9	8	12	31	19	25	27	28
ENSG00000139131.12	360	655	548	564	143	279	190	262
ENSG00000274105.1	1	38	29	10	22	12	6	14
ENSG00000275854.1	6	1	26	29	8	32	3	40
ENSG00000057294.14	491	1258	1089	1188	68	44	65	36
ENSG00000274976.1	32	7	5	27	4	0	0	1
ENSG00000244743.1	0	0	0	0	0	0	0	0
ENSG00000257316.1	0	0	0	0	0	0	0	0
ENSG00000257435.1	0	0	0	0	0	0	0	0
ENSG00000110975.8	0	0	2	0	80	37	125	225
ENSG00000259937.2	0	0	0	0	1	3	1	7
ENSG00000273853.1	0	0	0	0	1	0	6	11
ENSG00000256070.1	0	0	0	0	0	0	0	0
ENSG00000212475.1	0	0	0	0	0	0	0	0
ENSG00000270807.1	0	0	0	0	0	0	0	0
ENSG00000207026.1	0	0	0	0	0	0	0	0
ENSG00000201624.1	0	0	0	0	0	0	0	0
ENSG00000139133.6	56	216	214	209	68	165	80	128
ENSG00000245482.2	0	0	0	0	0	0	0	0
ENSG00000256538.1	0	0	1	3	0	9	0	0
ENSG00000255628.1	0	0	0	0	0	0	0	0
ENSG00000256986.2	0	0	0	0	0	0	0	0
ENSG00000250788.1	0	0	0	0	0	0	0	0
ENSG00000255652.3	0	0	2	0	0	0	0	0
ENSG00000272435.1	0	0	0	0	0	0	0	0
ENSG00000258794.3	0	0	3	1	0	2	0	3
ENSG00000256614.1	0	0	0	0	0	0	0	0
ENSG00000258368.2	0	0	0	0	0	0	0	0
ENSG00000257173.1	0	0	0	0	0	0	0	0
ENSG00000258278.2	0	0	0	0	0	0	0	0
ENSG00000274293.1	0	0	0	0	0	0	0	0
ENSG00000199843.1	0	0	0	0	0	0	0	0
ENSG00000201708.1	0	0	0	0	0	0	0	0
ENSG00000254381.3	0	0	0	0	0	0	0	0
ENSG00000257292.2	0	0	0	0	0	0	0	0
ENSG00000258360.1	0	0	0	0	0	0	0	0
ENSG00000253016.1	0	0	0	0	0	0	0	0
ENSG00000175548.8	148	221	394	287	173	341	245	313
ENSG00000257645.1	0	0	0	0	0	0	0	0
ENSG00000258119.1	0	0	0	0	0	0	7	0
ENSG00000139117.13	400	939	682	810	342	764	655	786
ENSG00000257718.1	0	0	1	7	1	5	4	11
ENSG00000257586.1	0	0	0	0	0	1	0	1
ENSG00000257237.1	0	0	0	0	3	0	0	9
ENSG00000258144.1	0	0	0	0	0	0	2	1
ENSG00000270718.1	0	0	0	0	0	0	0	0
ENSG00000139116.18	1791	1327	2843	2006	373	472	705	1021
ENSG00000255991.2	0	0	0	0	0	0	0	0
ENSG00000270273.1	0	0	0	0	0	5	0	0
ENSG00000173208.3	9	11	45	19	22	42	55	191
ENSG00000180116.15	0	0	0	0	0	0	0	0
ENSG00000151229.12	225	263	762	317	592	1842	1246	1554
ENSG00000199571.1	11	0	2	1	1	6	2	9
ENSG00000229014.3	6	0	5	2	3	8	0	6
ENSG00000260943.1	0	0	0	1	0	0	1	2
ENSG00000223914.1	12	15	21	11	0	0	0	0
ENSG00000225342.2	2	2	61	18	18	40	15	39
ENSG00000188906.14	1439	1621	2480	1765	1447	2081	1630	2084
ENSG00000229899.1	1	5	11	17	1	21	4	8
ENSG00000205592.13	0	0	3	6	1	0	0	0
ENSG00000258167.1	0	0	0	0	0	0	0	0
ENSG00000207492.1	0	0	0	0	0	0	0	0
ENSG00000018236.14	14	657	226	1018	323	335	223	1248
ENSG00000257680.1	0	5	4	42	6	7	18	29
ENSG00000274682.1	0	0	0	2	0	0	0	0
ENSG00000165966.14	16	191	1028	19	1332	3297	3286	3138
ENSG00000257228.5	0	0	0	0	0	2	0	0
ENSG00000252364.1	0	0	0	0	0	0	0	0
ENSG00000258239.1	0	0	3	0	0	0	0	0
ENSG00000257858.1	0	0	1	4	0	5	0	0
ENSG00000257784.1	0	0	0	0	0	0	0	0
ENSG00000257239.1	0	0	2	0	0	3	0	1
ENSG00000257128.1	0	0	0	0	0	0	0	0
ENSG00000271379.1	0	0	1	0	0	0	2	0
ENSG00000151233.10	453	414	772	616	237	708	410	597
ENSG00000015153.14	188	302	806	673	406	788	820	829
ENSG00000134283.17	616	942	1458	1376	498	1114	861	1079
ENSG00000257674.1	0	0	0	0	1	0	5	2
ENSG00000139168.7	216	463	475	383	389	664	557	923
ENSG00000278520.1	0	0	2	1	2	0	1	3
ENSG00000252917.1	0	0	0	0	0	0	0	0
ENSG00000274943.1	21	0	49	24	13	10	11	7
ENSG00000199886.1	4	0	11	7	3	6	0	18
ENSG00000257376.1	0	1	2	0	0	0	3	0
ENSG00000207142.1	1	0	5	9	0	2	0	5
